step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.393756121397018,0.4,152.30829583574086
500,4.835286617279053,0.4,305.8655113452114
750,4.437191590666771,0.4,457.8453751709312
1000,4.163429707288742,0.4,610.0612830866594
1250,4.0630039274692535,0.3612205128205129,761.6996078111697
1500,3.9271967709064484,0.3125025641025641,914.5523301509675
1750,3.6872481256723404,0.2637846153846154,1067.7819712385535
2000,3.7462716102600098,0.21506666666666666,1217.8341025563423
2250,3.603055462241173,0.16634871794871797,1368.0973709428217
2500,3.5817619264125824,0.11763076923076923,1518.0342379482463
2750,3.6642798334360123,0.06891282051282052,1669.5075387498364
3000,3.5982555150985718,0.04000000000000001,1819.9584846368525
