step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,5.000458329916,161.3728425600566,0.4,0.4,0.4,0.4
500,4.1519885659217834,311.72530902316794,0.4,0.4,0.4,0.4
750,4.159149497747421,459.2029691194184,0.4,0.4,0.4,0.4
1000,3.9273257702589035,606.3820645329542,0.4,0.4,0.4,0.4
1250,3.908038303256035,753.148919890169,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7588173896074295,899.3992796414532,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.7765153348445892,1044.6188687160611,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.6879116743803024,1189.3911681980826,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6467882990837097,1333.6238290197216,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.58335417509079,1477.5907129561529,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.529327690601349,1622.3670499683358,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4875882416963577,1765.639896643348,0.020194871794871797,0.020194871794871797,0.020194871794871797,0.020194871794871797
