step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.959511429071426,162.18257922539487,0.4,0.4,0.4,0.4
500,4.248892068862915,314.135335274972,0.4,0.4,0.4,0.4
750,4.009013921022415,465.3564120004885,0.4,0.4,0.4,0.4
1000,3.8809055536985397,616.3917223224416,0.4,0.4,0.4,0.4
1250,3.8678038269281387,766.9377175257541,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7741867750883102,916.4408788215369,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.677183911204338,1065.8716901093721,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.725790560245514,1215.6840294171125,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.5958878248929977,1364.0528355808929,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5559933930635452,1512.7204744499177,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.5348826348781586,1662.4733656705357,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.3571654856204987,1812.9808028265834,0.020194871794871797,0.020194871794871797,0.020194871794871797,0.020194871794871797
