step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.009296864271164,0.4,166.24240904697217
500,4.390990108251572,0.4,314.972065418493
750,4.078888311982155,0.4,464.6086383925285
1000,3.9401153326034546,0.4,614.3737234713044
1250,3.954684853553772,0.3612205128205129,763.7947654069867
1500,3.703161522746086,0.3125025641025641,911.379831623286
1750,3.7899853587150574,0.2637846153846154,1060.7342636242975
2000,3.7374072074890137,0.21506666666666666,1211.2171759624034
2250,3.740018904209137,0.16634871794871797,1363.734853293281
2500,3.442199856042862,0.11763076923076923,1513.9827956557274
2750,3.520557075738907,0.06891282051282052,1662.4994492013939
3000,3.4595170617103577,0.06,1813.1922392467968
