step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.933596849441528,161.83170852437615,0.4,0.4,0.4,0.4
500,4.144101709127426,307.6531079574488,0.4,0.4,0.4,0.4
750,3.991928532719612,453.7405855008401,0.4,0.4,0.4,0.4
1000,4.146412745118141,597.9050548477098,0.4,0.4,0.4,0.4
1250,3.7776239812374115,742.2124276300892,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.8555768579244614,888.958941669669,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.69242924451828,1033.2713263952173,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.616731822490692,1177.8945191712119,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.5433739721775055,1324.6731540774927,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.484100252389908,1472.4133150987327,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4603464901447296,1620.108898632694,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.320849448442459,1768.6732416437007,0.03430265942558662,0.03430265942558662,0.03430265942558662,0.03430265942558662
