step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,5.095557332038879,169.97281807404943,0.4,0.4,0.4,0.4
500,4.294421315193176,322.9016936067492,0.4,0.4,0.4,0.4
750,4.053970187902451,472.7781861596741,0.4,0.4,0.4,0.4
1000,3.887006029486656,624.6409637704492,0.4,0.4,0.4,0.4
1250,3.9013353437185287,777.5702209828887,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.819084271788597,930.2074880190194,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.718041568994522,1080.6955076092854,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.671305939555168,1231.252775057219,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6641669124364853,1381.7927580275573,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5760029554367065,1532.461958996253,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4223389476537704,1683.5809623429086,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.507133424282074,1835.7034408517648,0.03430265942558662,0.03430265942558662,0.03430265942558662,0.03430265942558662
