active_floor,n,raw_mean,raw_ci95_halfwidth,tsa_alpha_055_mean,tsa_alpha_055_ci95_halfwidth,interaction_mean,interaction_ci95_halfwidth
0.1,5,0.0009151980526659997,0.0008359632838013759,-0.00048706253206565187,0.0007908329754083554,0.0014022605847316516,9.168576275212456e-05
0.15,5,0.0037568787916029134,0.0007687778596228825,-0.0008439897232060733,0.0007371182917812446,0.004600868514808986,9.050847405395773e-05
