step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.997491002082825,160.36875878134742,0.4,0.4,0.4,0.4
500,4.156461462378502,308.51477051060647,0.4,0.4,0.4,0.4
750,4.153709441423416,453.28553906222805,0.4,0.4,0.4,0.4
1000,3.9283537715673447,597.1323729329742,0.4,0.4,0.4,0.4
1250,3.910248175263405,743.0933465831913,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7631590962409973,888.8446975694969,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.7789526879787445,1037.1483218884096,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.6825378090143204,1184.3323724311776,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6444857865571976,1333.0350012658164,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5817710608243942,1482.1468225712888,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.5327905416488647,1630.1276765866205,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.492332860827446,1779.851321416907,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
