step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.045965492725372,0.4,178.25498077482916
500,4.325131952762604,0.4,334.1722736194497
750,4.046472609043121,0.4,487.85417855984997
1000,3.968963161110878,0.4,641.2797895417316
1250,3.888192430138588,0.3612205128205129,795.5176555888029
1500,3.9455047100782394,0.3125025641025641,949.8422675756738
1750,3.708083763718605,0.2637846153846154,1104.0424052648013
2000,3.4424713850021362,0.21506666666666666,1259.377205730998
2250,3.67421992123127,0.16634871794871797,1410.5139143668348
2500,3.4650670140981674,0.11763076923076923,1562.8537379645277
2750,3.481677383184433,0.06891282051282052,1717.794576338958
3000,3.3759486377239227,0.06,1871.1330209895968
