step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.9172141551971436,163.60514096263796,0.4,0.4,0.4,0.4
500,4.288997560739517,310.916544391308,0.4,0.4,0.4,0.4
750,4.177970811724663,459.1449644586537,0.4,0.4,0.4,0.4
1000,3.913553908467293,607.5803183801472,0.4,0.4,0.4,0.4
1250,3.960099473595619,756.9051558570936,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.768422693014145,906.410044021206,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.713126167654991,1055.6249607177451,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.785409763455391,1205.445663340157,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.5821880400180817,1356.7787074863445,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.588381975889206,1509.3015098576434,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4286975413560867,1663.5310322125442,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4221597015857697,1817.3659650336485,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
