step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.022721201181412,0.4,160.3887113747187
500,4.3985505402088165,0.4,304.74361143726856
750,4.083838686347008,0.4,451.16150291240774
1000,3.94760163128376,0.4,597.336526848143
1250,3.9629953801631927,0.3612205128205129,742.6167535348795
1500,3.704785540699959,0.3125025641025641,887.7843606385868
1750,3.7912879288196564,0.2637846153846154,1033.452068915125
2000,3.7380662709474564,0.21506666666666666,1179.5620611002669
2250,3.748967409133911,0.16634871794871797,1326.3464925826993
2500,3.4422861635684967,0.11763076923076923,1473.139954668237
2750,3.521279275417328,0.06891282051282052,1620.4452474836726
3000,3.453654259443283,0.04000000000000001,1767.398759374395
