step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.963322252035141,153.45781604247168,0.4,0.4,0.4,0.4
500,4.253016829490662,296.1080138855614,0.4,0.4,0.4,0.4
750,4.039954394102097,439.48361789016053,0.4,0.4,0.4,0.4
1000,3.990793853998184,582.8395932931453,0.4,0.4,0.4,0.4
1250,3.8754021376371384,727.2786036748439,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.763214096426964,872.5762561396696,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.5817683786153793,1017.8167638638988,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.6246480345726013,1163.2170142354444,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.6998615711927414,1306.8014664892107,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.6987922936677933,1448.7632999243215,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.551550403237343,1593.6459989193827,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.4971646517515182,1736.5617505577393,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
