family,recipe,alpha_group,alpha_other,bpb,method_minus_raw,paired_eval_se,eval_seconds,optimizer,floor,stream_seed
structured_grid,structured:g0.000:o0.000,0.0,0.0,1.1025901648070928,0.0,0.0,1.6250192850129679,native,0.1,9403
structured_grid,structured:g0.000:o0.125,0.0,0.125,1.1025123355359614,-7.7829271131407e-05,2.2010379548674503e-05,1.5569847099977778,native,0.1,9403
structured_grid,structured:g0.000:o0.250,0.0,0.25,1.1024361842893051,-0.0001539805177876736,3.2237340598423966e-05,2.1516995759884594,native,0.1,9403
structured_grid,structured:g0.000:o0.375,0.0,0.375,1.1023861272166389,-0.00020403759045390345,4.272647732720814e-05,2.433761420994415,native,0.1,9403
structured_grid,structured:g0.000:o0.500,0.0,0.5,1.1024072151420063,-0.00018294966508623257,5.454941029454984e-05,2.5327945850003744,native,0.1,9403
structured_grid,structured:g0.000:o0.625,0.0,0.625,1.1024295397864132,-0.0001606250206796743,6.569608526786338e-05,2.5998705370002426,native,0.1,9403
structured_grid,structured:g0.000:o0.750,0.0,0.75,1.1024993335532283,-9.083125386452791e-05,7.56975540057932e-05,2.5782195909996517,native,0.1,9403
structured_grid,structured:g0.000:o0.875,0.0,0.875,1.1025718764175911,-1.8288389501715588e-05,8.777782481634291e-05,2.4113685930060456,native,0.1,9403
structured_grid,structured:g0.000:o1.000,0.0,1.0,1.1027042236749989,0.00011405886790591055,9.724297004294277e-05,2.611309557003551,native,0.1,9403
structured_grid,structured:g0.125:o0.000,0.125,0.0,1.1018413421786408,-0.0007488226284520401,2.9386467017821397e-05,2.4773087869980372,native,0.1,9403
structured_grid,structured:g0.125:o0.125,0.125,0.125,1.101777604433715,-0.0008125603733777405,3.148818206882448e-05,2.5666776620055316,native,0.1,9403
structured_grid,structured:g0.125:o0.250,0.125,0.25,1.1017113199679893,-0.0008788448391036426,4.319310800725005e-05,2.641299463008181,native,0.1,9403
structured_grid,structured:g0.125:o0.375,0.125,0.375,1.1016771094100029,-0.000913055397089909,5.30160990596771e-05,2.598182111993083,native,0.1,9403
structured_grid,structured:g0.125:o0.500,0.125,0.5,1.1016854366924593,-0.0009047281146335479,6.418293480540014e-05,2.490461449007853,native,0.1,9403
structured_grid,structured:g0.125:o0.625,0.125,0.625,1.1017205666635244,-0.0008695981435686076,7.393004192692538e-05,2.6145812909962842,native,0.1,9403
structured_grid,structured:g0.125:o0.750,0.125,0.75,1.1017886007949338,-0.0008015640121591498,8.291497880424871e-05,2.5484528459928697,native,0.1,9403
structured_grid,structured:g0.125:o0.875,0.125,0.875,1.1019042192973347,-0.0006859455097580156,9.433391190583491e-05,2.578801525000017,native,0.1,9403
structured_grid,structured:g0.125:o1.000,0.125,1.0,1.102025502893029,-0.0005646619140638204,0.00010598101148555728,2.5709085630078334,native,0.1,9403
structured_grid,structured:g0.250:o0.000,0.25,0.0,1.1012973143116374,-0.0012928504954552982,4.9872682949573236e-05,2.5943088290077867,native,0.1,9403
structured_grid,structured:g0.250:o0.125,0.25,0.125,1.1011814978098422,-0.00140866699725062,5.317962732866851e-05,2.5722522270079935,native,0.1,9403
structured_grid,structured:g0.250:o0.250,0.25,0.25,1.1011299367955123,-0.001460228011580517,6.088132288494264e-05,2.3418587950000074,native,0.1,9403
structured_grid,structured:g0.250:o0.375,0.25,0.375,1.1011299093340376,-0.00146025547305512,6.823939076164687e-05,2.6845390730013605,native,0.1,9403
structured_grid,structured:g0.250:o0.500,0.25,0.5,1.101159046599367,-0.0014311182077256027,7.62680930314776e-05,2.6543264720094157,native,0.1,9403
structured_grid,structured:g0.250:o0.625,0.25,0.625,1.1012106937081445,-0.0013794710989482387,8.618361306824711e-05,2.5986951919912826,native,0.1,9403
structured_grid,structured:g0.250:o0.750,0.25,0.75,1.1012756341778218,-0.0013145306292709578,9.487560751805828e-05,2.679446825000923,native,0.1,9403
structured_grid,structured:g0.250:o0.875,0.25,0.875,1.101371166708487,-0.001218998098605881,0.00010729837456208243,2.703083541986416,native,0.1,9403
structured_grid,structured:g0.250:o1.000,0.25,1.0,1.1014969496945135,-0.0010932151125793155,0.00011734310725730195,2.621134037995944,native,0.1,9403
structured_grid,structured:g0.375:o0.000,0.375,0.0,1.100906420784693,-0.001683744022399583,7.33396394271634e-05,2.6897085910022724,native,0.1,9403
