step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.878454744815826,0.4,167.47021812817547
500,4.301081120967865,0.4,323.3566909037763
750,4.051754578948021,0.4,479.3012496767333
1000,4.022992670536041,0.4,634.9909126699204
1250,3.9385677874088287,0.3612205128205129,792.2290570138721
1500,3.69354972243309,0.3125025641025641,950.0047537937062
1750,3.7197387367486954,0.2637846153846154,1104.6113377284491
2000,3.602331191301346,0.21506666666666666,1259.6731779768597
2250,3.647975116968155,0.16634871794871797,1415.9658037163317
2500,3.565035253763199,0.11763076923076923,1573.5951114450581
2750,3.5324976593255997,0.06891282051282052,1730.851324831834
3000,3.5132592916488647,0.04000000000000001,1887.3109627220547
