name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.04629572480916977,0.20564566552639008,0.8162440687196786,0.1756636410660103,0.8202902138268342
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.04589434340596199,0.20424036043030874,0.8165214874142263,0.17535442561487316,0.8205835308996765
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.03313135355710983,0.1703507219042097,0.8371780242461314,0.11471049877882855,0.8612337627336515
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.035782840102910995,0.18208062861646926,0.8357556670090422,0.11771698800331033,0.859019339502866
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.17678934335708618,0.7934637750898089,0.8177904919902997,0.18119830288673763,0.818296094551781
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.17244267463684082,0.7627361927713666,0.8156046071541849,0.17901059655439575,0.8182970052998946
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.04289504140615463,0.20281709943498885,0.8254256331847806,0.1591925701425968,0.8331165315210919
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.04321027919650078,0.2031299195119313,0.8245910353931134,0.1571367999915683,0.8337271177007726
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.029425527900457382,0.16073794024331228,0.8452619307604826,0.08765493876597756,0.8788034959972526
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.03341813012957573,0.19100545985358103,0.8510935052233868,0.09016741635098717,0.8804630444361998
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,5.045183115726104e-06,2.034851019873583e-05,0.8013214126338674,0.20731482745085025,0.7970032925915085
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.10824564844369888,0.5346253343990871,0.8316215051968361,0.1421659242460865,0.8447277904753747
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.1073899045586586,0.5195587277412415,0.8287102020388669,0.14655850230695622,0.8410758498659554
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.038840536028146744,0.18865620451314108,0.8292699230075445,0.12744429920861935,0.8509128118994627
