family,recipe,alpha_group,alpha_other,bpb,method_minus_raw,paired_eval_se,eval_seconds,optimizer,floor,stream_seed
structured_grid,structured:g0.000:o0.000,0.0,0.0,1.1440963324368798,0.0,0.0,2.1477909691166133,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.125,0.0,0.125,1.1440092640115096,-8.706842537032147e-05,1.691773636273387e-05,2.096177319996059,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.250,0.0,0.25,1.1439338333433255,-0.00016249909355398745,2.270842685765239e-05,2.0940421221312135,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.375,0.0,0.375,1.14388138697567,-0.00021494546120976073,3.0901134096254237e-05,2.0935400249436498,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.500,0.0,0.5,1.1438937618196228,-0.00020257061725683506,3.738425230467456e-05,2.0433035190217197,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.625,0.0,0.625,1.143928845156129,-0.00016748728075082278,4.5572213423544744e-05,2.1018084429670125,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.750,0.0,0.75,1.1439862659959554,-0.00011006644092448163,5.608391887043293e-05,2.074954707873985,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o0.875,0.0,0.875,1.1440880597064573,-8.272730422358154e-06,6.597680236979194e-05,2.1069490539375693,pure_adamw,0.1,7203
structured_grid,structured:g0.000:o1.000,0.0,1.0,1.1442119052167297,0.0001155727798498405,7.598870739865165e-05,2.1338510760106146,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.000,0.125,0.0,1.1437834195329875,-0.000312912903892279,2.0163486247791157e-05,2.099169037071988,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.125,0.125,0.125,1.1437113697654997,-0.0003849626713799542,2.582239831370968e-05,2.7079782621003687,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.250,0.125,0.25,1.1436498850418706,-0.00044644739500916686,2.7990300374016138e-05,2.084046717034653,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.375,0.125,0.375,1.1436327708917777,-0.00046356154510189714,3.3544434245756266e-05,2.0728639559820294,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.500,0.125,0.5,1.1436164974748924,-0.000479834961987273,3.92300666223874e-05,2.0921910740435123,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.625,0.125,0.625,1.143655749155613,-0.0004405832812666641,4.703967294936001e-05,2.126543332822621,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.750,0.125,0.75,1.14372246727861,-0.00037386515826985135,5.675493760389593e-05,2.1160670139361173,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o0.875,0.125,0.875,1.1438307995197567,-0.0002655329171228904,6.802962141401849e-05,2.068184035131708,pure_adamw,0.1,7203
structured_grid,structured:g0.125:o1.000,0.125,1.0,1.1439492268409632,-0.00014710559591641324,7.701220543760516e-05,2.0969569450244308,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.000,0.25,0.0,1.1435417575864881,-0.0005545748503914521,3.39037466360857e-05,2.085860053775832,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.125,0.25,0.125,1.1434855383901934,-0.0006107940466862152,3.226192395373869e-05,2.07419301988557,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.250,0.25,0.25,1.1434132222958968,-0.0006831101409828597,3.6592115474233756e-05,2.07192758587189,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.375,0.25,0.375,1.1433985423949369,-0.000697790041942821,4.0489707992266015e-05,2.042138034943491,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.500,0.25,0.5,1.14341460717791,-0.0006817252589695812,4.8060839435614936e-05,2.0630452658515424,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.625,0.25,0.625,1.1434540170207859,-0.0006423154160937368,5.544221719577225e-05,2.0605185269378126,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.750,0.25,0.75,1.1435342871070462,-0.0005620453298334476,6.256461297911101e-05,2.045585802057758,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o0.875,0.25,0.875,1.1436446621461087,-0.0004516702907711445,7.105670073209972e-05,2.0919602192007005,pure_adamw,0.1,7203
structured_grid,structured:g0.250:o1.000,0.25,1.0,1.1437877752129195,-0.00030855722396023154,8.11981524432493e-05,2.0982363470830023,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.000,0.375,0.0,1.1433837007859702,-0.0007126316509096231,4.604833758588088e-05,2.061441154917702,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.125,0.375,0.125,1.1433129406996683,-0.0007833917372115518,4.619987486342713e-05,2.0213046269491315,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.250,0.375,0.25,1.1432534374443524,-0.0008428949925272204,4.85485113970309e-05,2.0494768822100013,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.375,0.375,0.375,1.143258951957347,-0.0008373804795327074,5.211405230524284e-05,2.0626059828791767,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.500,0.375,0.5,1.1432724928321316,-0.0008238396047478957,5.480825219629686e-05,2.051815435057506,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.625,0.375,0.625,1.1433189598775972,-0.0007773725592825492,6.55978599728942e-05,2.0713665790390223,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.750,0.375,0.75,1.1434321588485432,-0.0006641735883366456,7.12995861371322e-05,2.0816065839026123,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o0.875,0.375,0.875,1.1435334064076044,-0.0005629260292752559,7.937608661694871e-05,2.1055032601580024,pure_adamw,0.1,7203
structured_grid,structured:g0.375:o1.000,0.375,1.0,1.1436852593280107,-0.00041107310886906445,8.66691460413332e-05,2.0641308010090142,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.000,0.5,0.0,1.1432889311786312,-0.0008074012582486197,5.812589739685782e-05,2.0908331810496747,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.125,0.5,0.125,1.1432258146024896,-0.0008705178343899698,5.7750336454308764e-05,2.0296599220018834,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.250,0.5,0.25,1.1431598775506921,-0.000936454886187623,6.345259067746826e-05,2.0145405458752066,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.375,0.5,0.375,1.1431856067163204,-0.0009107257205593442,6.440460778455279e-05,2.1099492029752582,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.500,0.5,0.5,1.1432088878176612,-0.0008874446192184658,6.530487294084195e-05,2.070989439031109,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.625,0.5,0.625,1.1432666504245774,-0.0008296820123022096,7.281270565778318e-05,2.072803782997653,pure_adamw,0.1,7203
structured_grid,structured:g0.500:o0.750,0.5,0.75,1.1433825852031765,-0.0007137472337033005,7.784037914217893e-05,2.056073223007843,pure_adamw,0.1,7203
