step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.96068748831749,167.92563497135416,0.4,0.4,0.4,0.4
500,4.152630060911179,323.60131258284673,0.4,0.4,0.4,0.4
750,3.9957295656204224,478.80421649152413,0.4,0.4,0.4,0.4
1000,4.154807344079018,633.7705930904485,0.4,0.4,0.4,0.4
1250,3.7825905978679657,790.4451148128137,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.852848932147026,947.4382880507037,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.6935370713472366,1103.7090800041333,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.612793490290642,1260.2411295655183,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.545894533395767,1417.3891017194837,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.482746809720993,1577.5173866050318,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.4618801176548004,1736.634846986737,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.3351155519485474,1893.134496262297,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
