name,layer,role,module,numel,shape,squareish,drift_energy,residual_energy,noise_fraction,mean_update_cosine,trajectory_score
transformer.h.0.attn.c_q.weight,0,attn_qkv,attn,589824,768x768,1,0.04557766020298004,0.208193695970944,0.8203987207612862,0.165143440758002,0.827627640001642
transformer.h.0.attn.c_k.weight,0,attn_qkv,attn,589824,768x768,1,0.04538874700665474,0.20600461534091405,0.819451291065109,0.16339866371084458,0.8280263136771322
transformer.h.0.attn.c_v.weight,0,attn_qkv,attn,589824,768x768,1,0.03238209709525108,0.16271559681211198,0.8340211181039031,0.10626915873547288,0.863875979684215
transformer.h.0.attn.c_proj.weight,0,attn_out,attn,589824,768x768,1,0.033623289316892624,0.17774970616613114,0.8409291156608837,0.09844689123410223,0.8712411122133907
transformer.h.0.mlp.c_fc.weight,0,mlp_up,mlp,2359296,3072x768,0,0.1791825145483017,0.8200212887355259,0.8206747072424782,0.16668552235459413,0.826994592443942
transformer.h.0.mlp.c_proj.weight,0,mlp_down,mlp,2359296,768x3072,0,0.1738704890012741,0.7844212566103254,0.8185620508602975,0.16725271553233625,0.8256546676639807
transformer.h.1.attn.c_q.weight,1,attn_qkv,attn,589824,768x768,1,0.0447457879781723,0.20589452130453928,0.8214740952633403,0.16585421256165497,0.8278099413508426
transformer.h.1.attn.c_k.weight,1,attn_qkv,attn,589824,768x768,1,0.044490985572338104,0.20163156305040633,0.8192323871936915,0.16524423802278537,0.826994074585453
transformer.h.1.attn.c_v.weight,1,attn_qkv,attn,589824,768x768,1,0.026560109108686447,0.14509622433355876,0.8452716041635437,0.08551892980099222,0.8798763371812758
transformer.h.1.attn.c_proj.weight,1,attn_out,attn,589824,768x768,1,0.036478910595178604,0.19257617635386332,0.8407417574476567,0.10830254766655921,0.8662196048905487
transformer.h.1.attn.ve_gate.weight,1,attn_aux,attn,72,6x12,0,4.230697868479183e-06,2.4637867682031356e-05,0.8534496679068848,0.11216807952030945,0.8706407941932877
transformer.h.1.mlp.c_fc.weight,1,mlp_up,mlp,2359296,3072x768,0,0.05320232734084129,0.25815993334565845,0.8291304565185922,0.13682628295337024,0.846152086782611
transformer.h.1.mlp.c_proj.weight,1,mlp_down,mlp,2359296,768x3072,0,0.05117835849523544,0.24303883101258958,0.8260524526767179,0.1489404459300159,0.838556003373351
transformer.h.2.attn.c_q.weight,2,attn_qkv,attn,589824,768x768,1,0.04035080224275589,0.1949101218155452,0.8284848943602875,0.1442774695737187,0.8421037123932844
transformer.h.2.attn.c_k.weight,2,attn_qkv,attn,589824,768x768,1,0.040376029908657074,0.19202003521578653,0.8262619899048786,0.1390069366765958,0.8436275266141414
transformer.h.2.attn.c_v.weight,2,attn_qkv,attn,589824,768x768,1,0.02639211155474186,0.1495166772178241,0.8499670668026459,0.07058005216759626,0.8896935073175248
transformer.h.2.attn.c_proj.weight,2,attn_out,attn,589824,768x768,1,0.02802939899265766,0.17349301065717423,0.8609117514952211,0.061457752500968264,0.8997269994971264
transformer.h.2.mlp.c_fc.weight,2,mlp_up,mlp,2359296,3072x768,0,0.09055928885936737,0.45490786858967375,0.8339784758391662,0.1428772513703192,0.8455506122344235
transformer.h.2.mlp.c_proj.weight,2,mlp_down,mlp,2359296,768x3072,0,0.0859258621931076,0.4276075235434941,0.8326771645628116,0.13649584451568017,0.8480906600235657
transformer.h.3.attn.c_q.weight,3,attn_qkv,attn,589824,768x768,1,0.041403114795684814,0.20573835926396505,0.8324720083781171,0.14153909007809742,0.8454664591500098
transformer.h.3.attn.c_k.weight,3,attn_qkv,attn,589824,768x768,1,0.04147469997406006,0.2020399889775685,0.8296829642900986,0.1436343807740846,0.843024291758007
transformer.h.3.attn.c_v.weight,3,attn_qkv,attn,589824,768x768,1,0.026316896080970764,0.15434144330876215,0.8543278092233677,0.06987555657409675,0.8922261263246355
transformer.h.3.attn.c_proj.weight,3,attn_out,attn,589824,768x768,1,0.03191332891583443,0.1892733403614589,0.8557176658968272,0.07146457110238792,0.8921265473972196
transformer.h.3.attn.ve_gate.weight,3,attn_aux,attn,72,6x12,0,5.6725139074842446e-06,2.0169159402679986e-05,0.780489682715202,0.138983431618749,0.8207531255482265
transformer.h.3.mlp.c_fc.weight,3,mlp_up,mlp,2359296,3072x768,0,0.11880726367235184,0.6160899315561567,0.8383348522164247,0.12389214436476292,0.8572213539258309
transformer.h.3.mlp.c_proj.weight,3,mlp_down,mlp,2359296,768x3072,0,0.11794913560152054,0.6020726050649371,0.8361867025121409,0.12652273174811005,0.8548319853820154
transformer.h.4.attn.c_q.weight,4,attn_qkv,attn,589824,768x768,1,0.04007558524608612,0.19806130230426788,0.8317119802046118,0.14040689195681835,0.8456525441238967
transformer.h.4.attn.c_k.weight,4,attn_qkv,attn,589824,768x768,1,0.04051151126623154,0.19436559081077576,0.8275203887139695,0.1439578742951196,0.841781257209425
transformer.h.4.attn.c_v.weight,4,attn_qkv,attn,589824,768x768,1,0.025948211550712585,0.15611730622393744,0.8574787149819894,0.06436973873721107,0.8965544881223891
transformer.h.4.attn.c_proj.weight,4,attn_out,attn,589824,768x768,1,0.029907885938882828,0.18513183295726776,0.8609192474190023,0.06010145880138904,0.9004088943088067
transformer.h.4.mlp.c_fc.weight,4,mlp_up,mlp,2359296,3072x768,0,0.13278838992118835,0.6852640339306423,0.8376774078903779,0.12126085054343642,0.8582082786734708
transformer.h.4.mlp.c_proj.weight,4,mlp_down,mlp,2359296,768x3072,0,0.13183914124965668,0.668448167187827,0.8352602373426797,0.12494840996473289,0.8551559136889735
transformer.h.5.attn.c_q.weight,5,attn_qkv,attn,589824,768x768,1,0.042074400931596756,0.2042881782565798,0.8292175659540425,0.14271510632127613,0.8432512298163832
transformer.h.5.attn.c_k.weight,5,attn_qkv,attn,589824,768x768,1,0.04147703945636749,0.20303847108568465,0.830370517745809,0.14675362099114894,0.84180844837733
transformer.h.5.attn.c_v.weight,5,attn_qkv,attn,589824,768x768,1,0.02783876471221447,0.16691076755523682,0.8570534964161904,0.06841696872358834,0.894318263846301
transformer.h.5.attn.c_proj.weight,5,attn_out,attn,589824,768x768,1,0.033613886684179306,0.19098972635609762,0.8503412913569137,0.0934733378254482,0.8784339767657328
transformer.h.5.attn.ve_gate.weight,5,attn_aux,attn,72,6x12,0,3.3831743166956585e-06,1.886727022792911e-05,0.8479502596044554,0.04638821287577779,0.9007810233643387
transformer.h.5.mlp.c_fc.weight,5,mlp_up,mlp,2359296,3072x768,0,0.13925574719905853,0.706602794783456,0.8353675700044687,0.12751597291267006,0.8539257985458993
transformer.h.5.mlp.c_proj.weight,5,mlp_down,mlp,2359296,768x3072,0,0.13667815923690796,0.6820731844220843,0.8330651176386539,0.13205097378622077,0.8505070719262166
transformer.h.6.attn.c_q.weight,6,attn_qkv,attn,589824,768x768,1,0.04312518239021301,0.19992361749921525,0.8225657464269224,0.15429023729882865,0.8341377545640469
transformer.h.6.attn.c_k.weight,6,attn_qkv,attn,589824,768x768,1,0.041090164333581924,0.19400958503995622,0.8252224239154937,0.14386577427137,0.8406783248220618
transformer.h.6.attn.c_v.weight,6,attn_qkv,attn,589824,768x768,1,0.02687353640794754,0.1553667432495526,0.8525378886684476,0.06584130602639598,0.8933482913210258
transformer.h.6.attn.c_proj.weight,6,attn_out,attn,589824,768x768,1,0.028622061014175415,0.1756784532751356,0.8599021587696859,0.06443559575391328,0.8977332815078862
transformer.h.6.mlp.c_fc.weight,6,mlp_up,mlp,2359296,3072x768,0,0.14109951257705688,0.6943792189870562,0.8311153746392775,0.14173708169345606,0.8446891464729107
transformer.h.6.mlp.c_proj.weight,6,mlp_down,mlp,2359296,768x3072,0,0.14030721783638,0.6734014323779515,0.8275706940077103,0.14566614647844572,0.8409522737646323
transformer.h.7.attn.c_q.weight,7,attn_qkv,attn,589824,768x768,1,0.0413152240216732,0.2032411481652941,0.8310605295122425,0.1430810462197988,0.8439897416462219
transformer.h.7.attn.c_k.weight,7,attn_qkv,attn,589824,768x768,1,0.04116205871105194,0.20239133494240896,0.8309936967266437,0.14059858572391645,0.8451975555013636
transformer.h.7.attn.c_v.weight,7,attn_qkv,attn,589824,768x768,1,0.028748804703354836,0.1673420092889241,0.853390354611477,0.06436929294814059,0.8945105308316683
transformer.h.7.attn.c_proj.weight,7,attn_out,attn,589824,768x768,1,0.03742793947458267,0.19435784220695496,0.8385235746426981,0.11693882063801309,0.8607923770023425
transformer.h.7.attn.ve_gate.weight,7,attn_aux,attn,72,6x12,0,4.945381533616455e-06,1.78666554607584e-05,0.7832117519870795,0.04312944069010377,0.8700411556484879
transformer.h.7.mlp.c_fc.weight,7,mlp_up,mlp,2359296,3072x768,0,0.16190136969089508,0.7874548520360675,0.8294619385372729,0.1470788614319917,0.8411915385526406
transformer.h.7.mlp.c_proj.weight,7,mlp_down,mlp,2359296,768x3072,0,0.1655849665403366,0.7746848464012146,0.8238963282014568,0.15452230357446042,0.8346870123134982
transformer.h.8.attn.c_q.weight,8,attn_qkv,attn,589824,768x768,1,0.044689830392599106,0.2062323327575411,0.821897636177085,0.1544710563714258,0.8337132899028297
transformer.h.8.attn.c_k.weight,8,attn_qkv,attn,589824,768x768,1,0.0449199341237545,0.20361479903970445,0.8192609397004841,0.15918038586746408,0.8300402769165101
transformer.h.8.attn.c_v.weight,8,attn_qkv,attn,589824,768x768,1,0.027985503897070885,0.16850851689066207,0.857575799075826,0.06452805798597303,0.8965238705449265
transformer.h.8.attn.c_proj.weight,8,attn_out,attn,589824,768x768,1,0.03516053035855293,0.19861350527831487,0.849596084258179,0.09503245038496148,0.8772818169366088
transformer.h.8.mlp.c_fc.weight,8,mlp_up,mlp,2359296,3072x768,0,0.15582245588302612,0.7736231854983738,0.8323490380228874,0.14210487990146256,0.8451220790607124
