step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.61490860581398,0.4,153.162841191981
500,4.816213935613632,0.4,303.60506571736187
750,4.50585001707077,0.4,455.79625750426203
1000,4.166096195578575,0.4,607.1717699584551
1250,3.8975838273763657,0.3612205128205129,758.571629284881
1500,3.926497906446457,0.3125025641025641,909.9633524408564
1750,3.8796591758728027,0.2637846153846154,1061.1910701650195
2000,3.81661918759346,0.21506666666666666,1212.3702087425627
2250,3.830218881368637,0.16634871794871797,1364.0881620137952
2500,3.668333202600479,0.11763076923076923,1515.8617310388945
2750,3.5541566610336304,0.06891282051282052,1667.1992365098558
3000,3.612250655889511,0.04000000000000001,1817.0528663648292
