step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.959742099046707,166.34384119324386,0.4,0.4,0.4,0.4
500,4.154779225587845,313.69088861614,0.4,0.4,0.4,0.4
750,3.9988515079021454,460.9429925730219,0.4,0.4,0.4,0.4
1000,4.1472689509391785,608.9980313639389,0.4,0.4,0.4,0.4
1250,3.780683621764183,758.2863600986311,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.8519976139068604,908.1878427601187,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.6924931704998016,1056.687050266657,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.607552021741867,1204.4636163170217,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.548306792974472,1352.4269738578005,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.48347170650959,1500.1207063620677,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.461293801665306,1647.8195721093798,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.329764887690544,1795.7871288030874,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
