step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.550823360681534,0.4,155.49823851219844
500,4.922317236661911,0.4,309.346450867597
750,4.340009182691574,0.4,463.30543836113065
1000,4.179538503289223,0.4,616.4790173511719
1250,4.0393166691064835,0.3612205128205129,770.6756535748718
1500,3.929548516869545,0.3125025641025641,924.7036615633406
1750,3.8194598704576492,0.2637846153846154,1078.2567178771133
2000,3.850399687886238,0.21506666666666666,1231.110789800412
2250,3.686451256275177,0.16634871794871797,1385.138070072513
2500,3.7077478766441345,0.11763076923076923,1538.0053258873522
2750,3.534901052713394,0.06891282051282052,1691.6345189400017
3000,3.4821933060884476,0.020194871794871797,1846.0893578308169
