step,train_loss,lr_multiplier
250,4.944811046123505,0.4
500,4.338218152523041,0.4
750,3.9804790914058685,0.4
1000,4.024334952235222,0.4
1250,3.815218925476074,0.3612205128205129
1500,3.7304614037275314,0.3125025641025641
1750,3.739536464214325,0.2637846153846154
2000,3.597151443362236,0.21506666666666666
2250,3.5866502225399017,0.16634871794871797
2500,3.623449206352234,0.11763076923076923
2750,3.467340126633644,0.06891282051282052
3000,3.490035191178322,0.04000000000000001
