step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.048887759447098,0.4,163.05225127818994
500,4.293712317943573,0.4,309.22604802728165
750,4.124528348445892,0.4,457.2100977327209
1000,3.9755011945962906,0.4,605.1291605780134
1250,3.8492614179849625,0.3612205128205129,753.2880817743717
1500,3.810750335454941,0.3125025641025641,901.1754739994649
1750,3.7501871585845947,0.2637846153846154,1049.30512880499
2000,3.6452896893024445,0.21506666666666666,1196.856334868702
2250,3.5819527059793472,0.16634871794871797,1344.6042346822796
2500,3.4510751217603683,0.11763076923076923,1492.4999576261034
2750,3.372450351715088,0.06891282051282052,1640.5891443124274
3000,3.4948488920927048,0.04000000000000001,1786.7821307376726
