step,train_loss,lr_multiplier,elapsed_training_seconds
250,4.9147240817546844,0.4,174.8864787616767
500,4.306242138147354,0.4,320.797107922961
750,4.025846615433693,0.4,467.4165950374445
1000,3.9380939453840256,0.4,614.5893385775853
1250,3.884279742836952,0.3612205128205129,762.2113533628872
1500,3.7274593710899353,0.3125025641025641,909.9561466845917
1750,3.7333687990903854,0.2637846153846154,1055.7875213648658
2000,3.656399741768837,0.21506666666666666,1203.776935756905
2250,3.6794452220201492,0.16634871794871797,1351.4150321005145
2500,3.6122510880231857,0.11763076923076923,1498.5082252261927
2750,3.4874520003795624,0.06891282051282052,1646.1375457164831
3000,3.5234210193157196,0.04000000000000001,1793.108913118951
