step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.973149687051773,159.20869133458473,0.4,0.4,0.4,0.4
500,4.264131277799606,307.02653038990684,0.4,0.4,0.4,0.4
750,4.026259005069733,455.07475311821327,0.4,0.4,0.4,0.4
1000,3.8791854977607727,601.5268336010631,0.4,0.4,0.4,0.4
1250,3.8753863275051117,748.0414717064705,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7679000049829483,895.1049410398118,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.676981031894684,1042.4234827337787,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.735055163502693,1190.4686090808827,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.595258668065071,1339.3021842534654,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.5635712295770645,1489.0232306078542,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.530592828989029,1638.6909468458034,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.3633738309144974,1786.8686398463324,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001
