step,train_loss,raw_bpb,lr_multiplier
248,4.975925624370575,1.5534348013682813,0.4
504,4.268428906798363,1.3216914406060365,0.4
760,4.212736874818802,1.253156880475996,0.4
1016,3.8739661276340485,1.220856583055613,0.4
1272,3.8748883306980133,1.19304627858467,0.3569333333333334
1528,3.8262924551963806,1.1688265133227862,0.3070461538461539
1784,3.8418883979320526,1.1468056576320622,0.2571589743589744
2040,3.7553240805864334,1.1285984250359369,0.20727179487179487
2296,3.567627653479576,1.1076870172512319,0.1573846153846154
2488,3.535692974925041,1.0950021269867898,0.11996923076923079
2600,3.6829301565885544,1.0877935316325926,0.09814358974358975
2696,3.439183458685875,1.0806301760731705,0.07943589743589745
2760,3.425512209534645,1.0758797174847439,0.06696410256410257
2808,3.558174431324005,1.0727826689755657,0.05761025641025641
2856,3.516349658370018,1.0693156700586597,0.04825641025641026
2904,3.4929461628198624,1.067033533431172,0.03890256410256411
2936,3.4388545006513596,1.0653273118580353,0.03266666666666667
2968,3.5984362363815308,1.0634197669985874,0.026430769230769237
3000,3.4493409395217896,1.0621133556006532,0.020194871794871797
