step,train_loss,lr_multiplier,elapsed_training_seconds
250,5.062713623046875,0.4,155.9434804979246
500,4.25606906414032,0.4,300.99108399497345
750,4.171775698661804,0.4,445.7861310602166
1000,3.9157073944807053,0.4,590.9474245051388
1250,3.7021142840385437,0.3612205128205129,735.3096779689658
1500,3.7729956060647964,0.3125025641025641,878.5015586800873
1750,3.747466519474983,0.2637846153846154,1022.8816838993225
2000,3.6875424534082413,0.21506666666666666,1166.8908330579288
2250,3.70183789730072,0.16634871794871797,1310.2212904167827
2500,3.5354177206754684,0.11763076923076923,1454.1993749844842
2750,3.3949505239725113,0.06891282051282052,1600.8830110779963
3000,3.4470451176166534,0.04000000000000001,1744.8699301509187
