step,train_loss,elapsed_training_seconds,mult_embedding,mult_hidden,mult_unembed,mult_rest
250,4.997415482997894,161.53444025013596,0.4,0.4,0.4,0.4
500,4.268708050251007,310.4378065429628,0.4,0.4,0.4,0.4
750,4.042884513735771,459.3032122515142,0.4,0.4,0.4,0.4
1000,3.994181603193283,608.5405187283177,0.4,0.4,0.4,0.4
1250,3.873284086585045,757.677165947156,0.3612205128205129,0.3612205128205129,0.3612205128205129,0.3612205128205129
1500,3.7643365263938904,904.4047084522899,0.3125025641025641,0.3125025641025641,0.3125025641025641,0.3125025641025641
1750,3.5809015184640884,1052.0978636234067,0.2637846153846154,0.2637846153846154,0.2637846153846154,0.2637846153846154
2000,3.6310103833675385,1200.0338800144382,0.21506666666666666,0.21506666666666666,0.21506666666666666,0.21506666666666666
2250,3.703739359974861,1348.4942982487846,0.16634871794871797,0.16634871794871797,0.16634871794871797,0.16634871794871797
2500,3.7016138583421707,1497.4724049586803,0.11763076923076923,0.11763076923076923,0.11763076923076923,0.11763076923076923
2750,3.551758646965027,1646.386510972865,0.06891282051282052,0.06891282051282052,0.06891282051282052,0.06891282051282052
3000,3.5039650350809097,1793.5321389166638,0.020194871794871797,0.06000000000000001,0.047692307692307694,0.03538461538461538
