step,train_loss,lr_multiplier
250,4.975094228982925,0.4
500,4.188656195998192,0.4
750,4.017033234238625,0.4
1000,3.913658022880554,0.4
1250,3.9386201947927475,0.3612205128205129
1500,3.776412546634674,0.3125025641025641
1750,3.7135954797267914,0.2637846153846154
2000,3.6529384553432465,0.21506666666666666
2250,3.600728839635849,0.16634871794871797
2500,3.4774050563573837,0.11763076923076923
2750,3.4879948794841766,0.06891282051282052
3000,3.4447041153907776,0.04000000000000001
